Category,Name,ID,Verbose ID,pValue,RAD51,ESCO2,PKMYT1,H1-5,TYMS,SPC24,EXO1,H3C7,UHRF1,E2F1,CDT1,MND1,MCM10,CLSPN,H3C3,KIF15,RRM2,DSCC1,H3C8,H3C2,PCLAF,ASF1B,CDCA5,H2AC12,E2F8,RAD54L,DTL,FAM111B,SPC25,CDC45
GO: Molecular Function,double-stranded DNA 5'-3' DNA exonuclease activity,GO:0051908,go-molecular-function_GO:0051908_double-stranded_DNA_5'-3'_DNA_exonuclease_activity,0.001502403846163680,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Molecular Function,thymidylate synthase activity,GO:0004799,go-molecular-function_GO:0004799_thymidylate_synthase_activity,0.001502403846163680,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Molecular Function,"5,10-methylenetetrahydrofolate-dependent methyltransferase activity",GO:0042083,"go-molecular-function_GO:0042083_5,10-methylenetetrahydrofolate-dependent_methylt...",0.001502403846163680,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Molecular Function,cadherin binding,GO:0045296,go-molecular-function_GO:0045296_cadherin_binding,0.0015781062473709400,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
GO: Molecular Function,helicase activity,GO:0004386,go-molecular-function_GO:0004386_helicase_activity,0.0016869803003050700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
GO: Molecular Function,structural molecule activity,GO:0005198,go-molecular-function_GO:0005198_structural_molecule_activity,0.0018364760727126300,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
GO: Molecular Function,molecular sensor activity,GO:0140299,go-molecular-function_GO:0140299_molecular_sensor_activity,0.002555912645989130,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Molecular Function,DNA strand exchange activity,GO:0000150,go-molecular-function_GO:0000150_DNA_strand_exchange_activity,0.0030026256062620700,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Molecular Function,double-stranded DNA binding,GO:0003690,go-molecular-function_GO:0003690_double-stranded_DNA_binding,0.0033376072797852300,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
GO: Molecular Function,DNA helicase activity,GO:0003678,go-molecular-function_GO:0003678_DNA_helicase_activity,0.0039016453014481300,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GO: Molecular Function,hemi-methylated DNA-binding,GO:0044729,go-molecular-function_GO:0044729_hemi-methylated_DNA-binding,0.004500668340559600,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Molecular Function,ribonucleoside-diphosphate reductase activity,GO:0061731,go-molecular-function_GO:0061731_ribonucleoside-diphosphate_reductase_activity,0.004500668340559600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Molecular Function,"ribonucleoside-diphosphate reductase activity, thioredoxin disulfide as acceptor",GO:0004748,"go-molecular-function_GO:0004748_ribonucleoside-diphosphate_reductase_activity,_t...",0.004500668340559600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Molecular Function,nucleosomal DNA binding,GO:0031492,go-molecular-function_GO:0031492_nucleosomal_DNA_binding,0.004540712979664020,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GO: Molecular Function,H3K9me3 modified histone binding,GO:0062072,go-molecular-function_GO:0062072_H3K9me3_modified_histone_binding,0.0059965351048769700,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Molecular Function,single-stranded DNA 5'-3' DNA exonuclease activity,GO:0045145,go-molecular-function_GO:0045145_single-stranded_DNA_5'-3'_DNA_exonuclease_activity,0.007490228951250590,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Molecular Function,"oxidoreductase activity, acting on CH or CH2 groups, disulfide as acceptor",GO:0016728,"go-molecular-function_GO:0016728_oxidoreductase_activity,_acting_on_CH_or_CH2_gro...",0.007490228951250590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Molecular Function,DNA translocase activity,GO:0015616,go-molecular-function_GO:0015616_DNA_translocase_activity,0.007490228951250590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GO: Molecular Function,ATP-dependent DNA/DNA annealing activity,GO:0036310,go-molecular-function_GO:0036310_ATP-dependent_DNA/DNA_annealing_activity,0.007490228951250590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GO: Molecular Function,"lysine N-acetyltransferase activity, acting on acetyl phosphate as donor",GO:0004468,"go-molecular-function_GO:0004468_lysine_N-acetyltransferase_activity,_acting_on_a...",0.00898175292728525,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Molecular Function,nucleosome binding,GO:0031491,go-molecular-function_GO:0031491_nucleosome_binding,0.009484008087972380,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GO: Molecular Function,5'-flap endonuclease activity,GO:0017108,go-molecular-function_GO:0017108_5'-flap_endonuclease_activity,0.010471110076636400,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Molecular Function,cell adhesion molecule binding,GO:0050839,go-molecular-function_GO:0050839_cell_adhesion_molecule_binding,0.011830474893064300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
GO: Molecular Function,flap endonuclease activity,GO:0048256,go-molecular-function_GO:0048256_flap_endonuclease_activity,0.011958303438539900,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Molecular Function,double-stranded DNA exodeoxyribonuclease activity,GO:0008309,go-molecular-function_GO:0008309_double-stranded_DNA_exodeoxyribonuclease_activity,0.011958303438539900,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Molecular Function,ATP-dependent activity,GO:0140657,go-molecular-function_GO:0140657_ATP-dependent_activity,0.012862102894591900,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
GO: Molecular Function,DNA clamp loader activity,GO:0003689,go-molecular-function_GO:0003689_DNA_clamp_loader_activity,0.013443336048770800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GO: Molecular Function,5'-3' DNA exonuclease activity,GO:0035312,go-molecular-function_GO:0035312_5'-3'_DNA_exonuclease_activity,0.013443336048770800,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Molecular Function,anaphase-promoting complex binding,GO:0010997,go-molecular-function_GO:0010997_anaphase-promoting_complex_binding,0.013443336048770800,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,chromosome organization,GO:0051276,go-biological-process_GO:0051276_chromosome_organization,1.18676274411309E-19,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,1
GO: Biological Process,DNA metabolic process,GO:0006259,go-biological-process_GO:0006259_DNA_metabolic_process,3.68837228076327E-16,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,1
GO: Biological Process,cell cycle process,GO:0022402,go-biological-process_GO:0022402_cell_cycle_process,2.5485627793547E-15,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1
GO: Biological Process,cell cycle,GO:0007049,go-biological-process_GO:0007049_cell_cycle,4.94130605751212E-14,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1
GO: Biological Process,DNA replication,GO:0006260,go-biological-process_GO:0006260_DNA_replication,3.36616812670051E-13,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1
GO: Biological Process,mitotic cell cycle,GO:0000278,go-biological-process_GO:0000278_mitotic_cell_cycle,3.06587107884439E-11,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1
GO: Biological Process,negative regulation of cell cycle process,GO:0010948,go-biological-process_GO:0010948_negative_regulation_of_cell_cycle_process,5.3879910290943E-11,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
GO: Biological Process,protein-DNA complex assembly,GO:0065004,go-biological-process_GO:0065004_protein-DNA_complex_assembly,5.40581766420331E-11,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
GO: Biological Process,mitotic cell cycle process,GO:1903047,go-biological-process_GO:1903047_mitotic_cell_cycle_process,5.98250142618816E-11,1,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1
GO: Biological Process,regulation of cell cycle phase transition,GO:1901987,go-biological-process_GO:1901987_regulation_of_cell_cycle_phase_transition,7.67962016143403E-11,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1
GO: Biological Process,negative regulation of cell cycle phase transition,GO:1901988,go-biological-process_GO:1901988_negative_regulation_of_cell_cycle_phase_transition,3.88832599687176E-10,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
GO: Biological Process,negative regulation of cell cycle,GO:0045786,go-biological-process_GO:0045786_negative_regulation_of_cell_cycle,6.05207305872559E-10,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1
GO: Biological Process,cell cycle phase transition,GO:0044770,go-biological-process_GO:0044770_cell_cycle_phase_transition,6.0644292893217E-10,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1
GO: Biological Process,cell cycle checkpoint signaling,GO:0000075,go-biological-process_GO:0000075_cell_cycle_checkpoint_signaling,6.3271766698124E-10,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
GO: Biological Process,regulation of cell cycle process,GO:0010564,go-biological-process_GO:0010564_regulation_of_cell_cycle_process,9.05565147023777E-10,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1
GO: Biological Process,nuclear division,GO:0000280,go-biological-process_GO:0000280_nuclear_division,1.56568120200645E-09,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
GO: Biological Process,DNA damage response,GO:0006974,go-biological-process_GO:0006974_DNA_damage_response,3.794376081892E-09,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1
GO: Biological Process,organelle fission,GO:0048285,go-biological-process_GO:0048285_organelle_fission,4.45962557544789E-09,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
GO: Biological Process,DNA-templated DNA replication,GO:0006261,go-biological-process_GO:0006261_DNA-templated_DNA_replication,5.4531845415268E-09,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
GO: Biological Process,protein-DNA complex organization,GO:0071824,go-biological-process_GO:0071824_protein-DNA_complex_organization,6.00815134643528E-09,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1
GO: Biological Process,regulation of cell cycle,GO:0051726,go-biological-process_GO:0051726_regulation_of_cell_cycle,6.72786324583213E-09,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1
GO: Biological Process,DNA repair,GO:0006281,go-biological-process_GO:0006281_DNA_repair,1.48809196468187E-08,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1
GO: Biological Process,nucleosome assembly,GO:0006334,go-biological-process_GO:0006334_nucleosome_assembly,2.00005704127502E-08,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
GO: Biological Process,nucleosome organization,GO:0034728,go-biological-process_GO:0034728_nucleosome_organization,4.9620152694355E-08,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
GO: Biological Process,DNA integrity checkpoint signaling,GO:0031570,go-biological-process_GO:0031570_DNA_integrity_checkpoint_signaling,5.6209007572873E-08,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
GO: Biological Process,regulation of mitotic cell cycle phase transition,GO:1901990,go-biological-process_GO:1901990_regulation_of_mitotic_cell_cycle_phase_transition,7.80960848627949E-08,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
GO: Biological Process,chromosome segregation,GO:0007059,go-biological-process_GO:0007059_chromosome_segregation,2.37836949354903E-07,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
GO: Biological Process,mitotic nuclear division,GO:0140014,go-biological-process_GO:0140014_mitotic_nuclear_division,2.7888352288053E-07,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
GO: Biological Process,telomere organization,GO:0032200,go-biological-process_GO:0032200_telomere_organization,3.66176332728807E-07,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,mitotic cell cycle phase transition,GO:0044772,go-biological-process_GO:0044772_mitotic_cell_cycle_phase_transition,4.72362454195221E-07,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
GO: Biological Process,mitotic sister chromatid segregation,GO:0000070,go-biological-process_GO:0000070_mitotic_sister_chromatid_segregation,5.30850102208594E-07,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
GO: Biological Process,nuclear chromosome segregation,GO:0098813,go-biological-process_GO:0098813_nuclear_chromosome_segregation,6.22204867198608E-07,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
GO: Biological Process,chromatin remodeling,GO:0006338,go-biological-process_GO:0006338_chromatin_remodeling,6.89410930985953E-07,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
GO: Biological Process,DNA recombination,GO:0006310,go-biological-process_GO:0006310_DNA_recombination,7.77008117446694E-07,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
GO: Biological Process,cell cycle DNA replication,GO:0044786,go-biological-process_GO:0044786_cell_cycle_DNA_replication,8.66315468588115E-07,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
GO: Biological Process,regulation of mitotic cell cycle,GO:0007346,go-biological-process_GO:0007346_regulation_of_mitotic_cell_cycle,1.50884928276871E-06,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
GO: Biological Process,sister chromatid segregation,GO:0000819,go-biological-process_GO:0000819_sister_chromatid_segregation,1.5234523232831E-06,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
GO: Biological Process,DNA replication checkpoint signaling,GO:0000076,go-biological-process_GO:0000076_DNA_replication_checkpoint_signaling,3.11278259886643E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GO: Biological Process,chromatin organization,GO:0006325,go-biological-process_GO:0006325_chromatin_organization,3.31956051956135E-06,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0
GO: Biological Process,homologous recombination,GO:0035825,go-biological-process_GO:0035825_homologous_recombination,3.89731170473238E-06,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GO: Biological Process,DNA replication preinitiation complex assembly,GO:0071163,go-biological-process_GO:0071163_DNA_replication_preinitiation_complex_assembly,6.12968675290125E-06,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GO: Biological Process,post-translational protein acetylation,GO:0034421,go-biological-process_GO:0034421_post-translational_protein_acetylation,6.12968675290125E-06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GO: Biological Process,double-strand break repair,GO:0006302,go-biological-process_GO:0006302_double-strand_break_repair,6.19707547705148E-06,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
GO: Biological Process,epigenetic regulation of gene expression,GO:0040029,go-biological-process_GO:0040029_epigenetic_regulation_of_gene_expression,6.88258867789404E-06,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
GO: Biological Process,negative regulation of mitotic cell cycle phase transition,GO:1901991,go-biological-process_GO:1901991_negative_regulation_of_mitotic_cell_cycle_phase_...,1.4796439308595E-05,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
GO: Biological Process,metaphase chromosome alignment,GO:0051310,go-biological-process_GO:0051310_metaphase_chromosome_alignment,1.69072174953025E-05,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
GO: Biological Process,mitotic sister chromatid cohesion,GO:0007064,go-biological-process_GO:0007064_mitotic_sister_chromatid_cohesion,1.91920023988827E-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
GO: Biological Process,DNA replication initiation,GO:0006270,go-biological-process_GO:0006270_DNA_replication_initiation,2.26311241148824E-05,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GO: Biological Process,establishment of chromosome localization,GO:0051303,go-biological-process_GO:0051303_establishment_of_chromosome_localization,2.83439968184256E-05,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
GO: Biological Process,chromosome localization,GO:0050000,go-biological-process_GO:0050000_chromosome_localization,3.63604634946698E-05,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
GO: Biological Process,nuclear DNA replication,GO:0033260,go-biological-process_GO:0033260_nuclear_DNA_replication,4.04046835584317E-05,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
GO: Biological Process,DNA damage checkpoint signaling,GO:0000077,go-biological-process_GO:0000077_DNA_damage_checkpoint_signaling,4.33793529509115E-05,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
GO: Biological Process,negative regulation of mitotic cell cycle,GO:0045930,go-biological-process_GO:0045930_negative_regulation_of_mitotic_cell_cycle,4.9651510984695E-05,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
GO: Biological Process,regulation of DNA replication,GO:0006275,go-biological-process_GO:0006275_regulation_of_DNA_replication,5.87537373273552E-05,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
GO: Biological Process,regulation of DNA-templated DNA replication,GO:0090329,go-biological-process_GO:0090329_regulation_of_DNA-templated_DNA_replication,6.19263216206843E-05,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
GO: Biological Process,meiosis I cell cycle process,GO:0061982,go-biological-process_GO:0061982_meiosis_I_cell_cycle_process,7.21967330449312E-05,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GO: Biological Process,attachment of spindle microtubules to kinetochore,GO:0008608,go-biological-process_GO:0008608_attachment_of_spindle_microtubules_to_kinetochore,7.30621098894944E-05,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
GO: Biological Process,double-strand break repair via synthesis-dependent strand annealing,GO:0045003,go-biological-process_GO:0045003_double-strand_break_repair_via_synthesis-depende...,7.3157798854418E-05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GO: Biological Process,mitotic cell cycle checkpoint signaling,GO:0007093,go-biological-process_GO:0007093_mitotic_cell_cycle_checkpoint_signaling,8.77554284681985E-05,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
GO: Biological Process,reciprocal meiotic recombination,GO:0007131,go-biological-process_GO:0007131_reciprocal_meiotic_recombination,1.24909122904652E-04,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GO: Biological Process,sister chromatid cohesion,GO:0007062,go-biological-process_GO:0007062_sister_chromatid_cohesion,1.24909122904652E-04,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
GO: Biological Process,reciprocal homologous recombination,GO:0140527,go-biological-process_GO:0140527_reciprocal_homologous_recombination,1.24909122904652E-04,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GO: Biological Process,meiotic cell cycle,GO:0051321,go-biological-process_GO:0051321_meiotic_cell_cycle,1.37433535109063E-04,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
GO: Biological Process,regulation of DNA metabolic process,GO:0051052,go-biological-process_GO:0051052_regulation_of_DNA_metabolic_process,1.38120114522967E-04,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
